date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:16:23	156819/156819	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:27:00%20GMT	https://lengaswear.com/imgs/step1.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/step1.jpg	(from https://lengaswear.com/)
18:16:23	88700/88700	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:27:02%20GMT	https://lengaswear.com/imgs/step3.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/step3.jpg	(from https://lengaswear.com/)
18:16:23	107773/107773	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202019%2015:43:02%20GMT	https://lengaswear.com/imgs/step4.1.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/step4.1.jpg	(from https://lengaswear.com/)
18:16:24	139017/139017	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202019%2015:43:03%20GMT	https://lengaswear.com/imgs/step6.1.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/step6.1.jpg	(from https://lengaswear.com/)
18:16:24	118464/118464	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202019%2015:43:02%20GMT	https://lengaswear.com/imgs/step5.1.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/step5.1.jpg	(from https://lengaswear.com/)
18:16:24	1557/1557	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Jun%202019%2013:26:00%20GMT	https://lengaswear.com/imgs/downArrow.svg	E:/My%20website/Juanfer/lengaswear.com/imgs/downArrow.svg	(from https://lengaswear.com/)
18:16:25	33938/33938	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:26:31%20GMT	https://lengaswear.com/imgs/franjaNewsletter.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/franjaNewsletter.jpg	(from https://lengaswear.com/)
18:16:25	139200/139200	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:27:07%20GMT	https://lengaswear.com/imgs/tony.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/tony.jpg	(from https://lengaswear.com/)
18:16:26	92822/92822	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2021:29:16%20GMT	https://image.ibb.co/hgy1M7/5a6f718346a28820008b4611_750_562.jpg	E:/My%20website/Juanfer/image.ibb.co/hgy1M7/5a6f718346a28820008b4611_750_562.jpg	(from https://lengaswear.com/)
18:16:26	29496/29496	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202019%2016:45:14%20GMT	https://lengaswear.com/imgs/martin-lobianco.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/martin-lobianco.jpg	(from https://lengaswear.com/)
18:16:27	47530/47530	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202019%2016:42:12%20GMT	https://lengaswear.com/imgs/martina-andrade.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/martina-andrade.jpg	(from https://lengaswear.com/)
18:16:27	77605/77605	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:26:13%20GMT	https://lengaswear.com/imgs/fondoTestis.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/fondoTestis.jpg	(from https://lengaswear.com/)
18:16:27	9496/9496	---MCZ	200	added ('OK')	text/javascript	etag:W/%228be700ece8699a7c3f7a870ee2840cdf%22	https://use.fontawesome.com/1744f3f671.js	E:/My%20website/Juanfer/use.fontawesome.com/1744f3f671.js	(from https://lengaswear.com/)
18:16:27	24947/24947	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:16:26%20GMT	https://lengaswear.com/personalizado	E:/My%20website/Juanfer/lengaswear.com/personalizado.html	(from https://lengaswear.com/)
18:16:28	4938/4938	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2013:26:56%20GMT	https://lengaswear.com/imgs/shipped.png	E:/My%20website/Juanfer/lengaswear.com/imgs/shipped.png	(from https://lengaswear.com/)
18:16:28	5000/5000	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2013:25:52%20GMT	https://lengaswear.com/imgs/certificate.png	E:/My%20website/Juanfer/lengaswear.com/imgs/certificate.png	(from https://lengaswear.com/)
18:16:29	7702/7702	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2013:26:46%20GMT	https://lengaswear.com/imgs/money-back.png	E:/My%20website/Juanfer/lengaswear.com/imgs/money-back.png	(from https://lengaswear.com/)
18:16:29	6929/6929	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2013:26:55%20GMT	https://lengaswear.com/imgs/shield.png	E:/My%20website/Juanfer/lengaswear.com/imgs/shield.png	(from https://lengaswear.com/)
18:16:29	17103/17103	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:26:29%20GMT	https://lengaswear.com/imgs/franja4Tips.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/franja4Tips.jpg	(from https://lengaswear.com/)
18:16:30	5186/5186	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:16:28%20GMT	https://lengaswear.com/modalCorpo.php	E:/My%20website/Juanfer/lengaswear.com/modalCorpo.html	(from https://lengaswear.com/)
18:16:30	171032/171032	---M--	200	added ('OK')	font/otf	date:Thu,%2027%20Jun%202019%2013:25:00%20GMT	https://lengaswear.com/fonts/Monthoers.otf	E:/My%20website/Juanfer/lengaswear.com/fonts/Monthoers.otf	(from https://lengaswear.com/css/home.css)
18:16:30	9728/9728	---M--	200	added ('OK')	font/otf	date:Thu,%2027%20Jun%202019%2013:25:19%20GMT	https://lengaswear.com/fonts/Vincent-Regular.otf	E:/My%20website/Juanfer/lengaswear.com/fonts/Vincent-Regular.otf	(from https://lengaswear.com/css/home.css)
18:16:31	339748/339748	---M--	200	added ('OK')	font/ttf	date:Fri,%2025%20Oct%202019%2020:38:59%20GMT	https://lengaswear.com/fonts/CormorantInfant-Medium.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/CormorantInfant-Medium.ttf	(from https://lengaswear.com/css/home.css)
18:16:32	262776/262776	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:18%20GMT	https://lengaswear.com/fonts/Montserrat-ThinItalic.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-ThinItalic.ttf	(from https://lengaswear.com/css/home.css)
18:16:32	266336/266336	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:17%20GMT	https://lengaswear.com/fonts/Montserrat-SemiBoldItalic.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-SemiBoldItalic.ttf	(from https://lengaswear.com/css/home.css)
18:16:33	260936/260936	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:15%20GMT	https://lengaswear.com/fonts/Montserrat-SemiBold.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-SemiBold.ttf	(from https://lengaswear.com/css/home.css)
18:16:33	258748/258748	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:17%20GMT	https://lengaswear.com/fonts/Montserrat-Thin.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-Thin.ttf	(from https://lengaswear.com/css/home.css)
18:16:33	263192/263192	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:15%20GMT	https://lengaswear.com/fonts/Montserrat-Regular.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-Regular.ttf	(from https://lengaswear.com/css/home.css)
18:16:34	265176/265176	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:13%20GMT	https://lengaswear.com/fonts/Montserrat-MediumItalic.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-MediumItalic.ttf	(from https://lengaswear.com/css/home.css)
18:16:34	263712/263712	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:12%20GMT	https://lengaswear.com/fonts/Montserrat-LightItalic.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-LightItalic.ttf	(from https://lengaswear.com/css/home.css)
18:16:34	259416/259416	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:12%20GMT	https://lengaswear.com/fonts/Montserrat-Light.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-Light.ttf	(from https://lengaswear.com/css/home.css)
18:16:35	266628/266628	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:10%20GMT	https://lengaswear.com/fonts/Montserrat-Italic.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-Italic.ttf	(from https://lengaswear.com/css/home.css)
18:16:35	259888/259888	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:08%20GMT	https://lengaswear.com/fonts/Montserrat-ExtraLight.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-ExtraLight.ttf	(from https://lengaswear.com/css/home.css)
18:16:35	264004/264004	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:10%20GMT	https://lengaswear.com/fonts/Montserrat-ExtraLightItalic.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-ExtraLightItalic.ttf	(from https://lengaswear.com/css/home.css)
18:16:36	267004/267004	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:08%20GMT	https://lengaswear.com/fonts/Montserrat-ExtraBoldItalic.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-ExtraBoldItalic.ttf	(from https://lengaswear.com/css/home.css)
18:16:36	262108/262108	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:06%20GMT	https://lengaswear.com/fonts/Montserrat-ExtraBold.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-ExtraBold.ttf	(from https://lengaswear.com/css/home.css)
18:16:37	279380/279380	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:02%20GMT	https://lengaswear.com/fonts/Montserrat-BlackItalic.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-BlackItalic.ttf	(from https://lengaswear.com/css/home.css)
18:16:37	261588/261588	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:03%20GMT	https://lengaswear.com/fonts/Montserrat-Bold.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-Bold.ttf	(from https://lengaswear.com/css/home.css)
18:16:37	275192/275192	---M--	200	added ('OK')	font/ttf	date:Thu,%2027%20Jun%202019%2013:25:02%20GMT	https://lengaswear.com/fonts/Montserrat-Black.ttf	E:/My%20website/Juanfer/lengaswear.com/fonts/Montserrat-Black.ttf	(from https://lengaswear.com/css/home.css)
18:16:38	328120/328120	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2021:42:21%20GMT	https://lengaswear.com/imgs/lenga.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/lenga.jpg	(from https://lengaswear.com/css/home.css)
18:16:41	403641/403641	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2021:42:20%20GMT	https://lengaswear.com/imgs/guayubira.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/guayubira.jpg	(from https://lengaswear.com/css/home.css)
18:16:41	404863/404863	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2021:42:24%20GMT	https://lengaswear.com/imgs/moradillo.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/moradillo.jpg	(from https://lengaswear.com/css/home.css)
18:16:42	86702/86702	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:26:30%20GMT	https://lengaswear.com/imgs/franjaNace.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/franjaNace.jpg	(from https://lengaswear.com/css/home.css)
18:16:42	413447/413447	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2021:42:26%20GMT	https://lengaswear.com/imgs/cancharana.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/cancharana.jpg	(from https://lengaswear.com/css/home.css)
18:16:43	2804742/2804742	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202019%2021:19:33%20GMT	https://lengaswear.com/relojes/imgs/portada-mate.jpg	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/portada-mate.jpg	(from https://lengaswear.com/css/home.css)
18:16:43	90990/90990	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:26:48%20GMT	https://lengaswear.com/imgs/reforestando-relojes-lengas-gal1.1.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/reforestando-relojes-lengas-gal1.1.jpg	(from https://lengaswear.com/css/home.css)
18:16:44	610400/610400	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202019%2021:39:41%20GMT	https://lengaswear.com/relojes/imgs/fondo-shop.jpg	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/fondo-shop.jpg	(from https://lengaswear.com/css/home.css)
18:16:45	331480/331480	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Jan%202020%2020:38:24%20GMT	https://lengaswear.com/en/imgs/lengas-home-gallery-2.jpg	E:/My%20website/Juanfer/lengaswear.com/en/imgs/lengas-home-gallery-2.jpg	(from https://lengaswear.com/css/home.css)
18:16:45	225247/225247	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Jan%202020%2020:34:43%20GMT	https://lengaswear.com/en/imgs/lengas-home-gallery-3.jpg	E:/My%20website/Juanfer/lengaswear.com/en/imgs/lengas-home-gallery-3.jpg	(from https://lengaswear.com/css/home.css)
18:16:45	667198/667198	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:26:51%20GMT	https://lengaswear.com/imgs/relojes-madera-gal3.1.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/relojes-madera-gal3.1.jpg	(from https://lengaswear.com/css/home.css)
18:16:46	107810/107810	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:26:46%20GMT	https://lengaswear.com/imgs/personalizado.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/personalizado.jpg	(from https://lengaswear.com/css/home.css)
18:16:46	157121/157121	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:25:55%20GMT	https://lengaswear.com/imgs/corporativo.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/corporativo.jpg	(from https://lengaswear.com/css/home.css)
18:16:46	166307/166307	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jan%202020%2000:54:46%20GMT	https://lengaswear.com/imgs/portada-mate-mob.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/portada-mate-mob.jpg	(from https://lengaswear.com/css/homeMobile.css?refrescate=1)
18:16:46	141014/141014	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2021:42:22%20GMT	https://lengaswear.com/imgs/lenga-mob.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/lenga-mob.jpg	(from https://lengaswear.com/css/homeMobile.css?refrescate=1)
18:16:47	158866/158866	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2021:42:20%20GMT	https://lengaswear.com/imgs/guayubira-mob.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/guayubira-mob.jpg	(from https://lengaswear.com/css/homeMobile.css?refrescate=1)
18:16:47	155823/155823	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2021:42:23%20GMT	https://lengaswear.com/imgs/moradillo-mob.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/moradillo-mob.jpg	(from https://lengaswear.com/css/homeMobile.css?refrescate=1)
18:16:48	152355/152355	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2021:42:18%20GMT	https://lengaswear.com/imgs/cancharana-mob.jpg	E:/My%20website/Juanfer/lengaswear.com/imgs/cancharana-mob.jpg	(from https://lengaswear.com/css/homeMobile.css?refrescate=1)
18:16:48	7766/7766	---M--	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202019%2019:09:28%20GMT	https://lengaswear.com/css/carrito.css	E:/My%20website/Juanfer/lengaswear.com/css/carrito.css	(from https://lengaswear.com/carrito)
18:16:48	7445/7445	---M--	200	added ('OK')	text/css	date:Fri,%2022%20Nov%202019%2014:32:42%20GMT	https://lengaswear.com/css/carritoMob.css?refresheando	E:/My%20website/Juanfer/lengaswear.com/css/carritoMobaf24.css	(from https://lengaswear.com/carrito)
18:16:48	1594/1594	---M--	200	added ('OK')	application/javascript	date:Sat,%2009%20Nov%202019%2022:30:49%20GMT	https://lengaswear.com/carrito.js	E:/My%20website/Juanfer/lengaswear.com/carrito.js	(from https://lengaswear.com/carrito)
18:16:49	8199/8199	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2013:26:39%20GMT	https://lengaswear.com/imgs/logoNegro.png	E:/My%20website/Juanfer/lengaswear.com/imgs/logoNegro.png	(from https://lengaswear.com/carrito)
18:16:49	1072/1072	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:16:48%20GMT	https://lengaswear.com/menu.php	E:/My%20website/Juanfer/lengaswear.com/menu.html	(from https://lengaswear.com/carrito)
18:16:49	3087/3087	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2011%20Nov%202019%2018:45:05%20GMT	https://lengaswear.com/imgs/coupon3.svg	E:/My%20website/Juanfer/lengaswear.com/imgs/coupon3.svg	(from https://lengaswear.com/carrito)
18:16:50	1924/1924	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Jun%202019%2013:25:56%20GMT	https://lengaswear.com/imgs/delete.svg	E:/My%20website/Juanfer/lengaswear.com/imgs/delete.svg	(from https://lengaswear.com/carrito)
18:16:50	8578/8578	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Aug%202020%2023:16:48%20GMT	https://lengaswear.com/el%20cupon%20es%20invalido%20:/	E:/My%20website/Juanfer/lengaswear.com/el%20cupon%20es%20invalido%20_/index.html	(from https://lengaswear.com/carrito)
18:16:50	471/471	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Jun%202019%2013:26:45%20GMT	https://lengaswear.com/imgs/minus.svg	E:/My%20website/Juanfer/lengaswear.com/imgs/minus.svg	(from https://lengaswear.com/carrito)
18:16:51	6728/6728	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2013:25:50%20GMT	https://lengaswear.com/imgs/camp.png	E:/My%20website/Juanfer/lengaswear.com/imgs/camp.png	(from https://lengaswear.com/carrito)
18:16:51	26326/26326	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:16:49%20GMT	https://lengaswear.com/modalCheckout.php	E:/My%20website/Juanfer/lengaswear.com/modalCheckout.html	(from https://lengaswear.com/carrito)
18:16:51	357/357	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Oct%202019%2001:59:42%20GMT	https://lengaswear.com/en/imgs/favicon.png	E:/My%20website/Juanfer/lengaswear.com/en/imgs/favicon.png	(from https://lengaswear.com/en/)
18:16:52	15104/15104	---M--	200	added ('OK')	text/css	date:Mon,%2027%20Jan%202020%2020:47:36%20GMT	https://lengaswear.com/en/css/home.css	E:/My%20website/Juanfer/lengaswear.com/en/css/home.css	(from https://lengaswear.com/en/)
18:16:52	14704/14704	---M--	200	added ('OK')	text/css	date:Mon,%2027%20Jan%202020%2020:48:46%20GMT	https://lengaswear.com/en/css/homeMobile.css?refrescate=1	E:/My%20website/Juanfer/lengaswear.com/en/css/homeMobile6e12.css	(from https://lengaswear.com/en/)
